run_id,scraped_at,platform,country,city,address_id,full_address,zone_type,chain_name,store_name,store_available,product_name,product_canonical,product_price,delivery_fee,service_fee,discount_visible,discount_amount,discount_label,eta_min,eta_max,subtotal,final_total,currency,screenshot_path,status,error_message,page_label
20260323_223639_demo,2026-03-23T21:41:39.119276,didi,MX,Ciudad de México,CDMX_01,"Presidente Masaryk 290, Polanco, Miguel Hidalgo, CDMX",premium,mcdonalds,McDonald's DiDi,True,McNuggets 10 piezas,McNuggets 10 piezas,136.58,11.37,12.17,False,,,22,39,136.58,160.12,MXN,data/screenshots/didi_CDMX_01_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:41:39.119276,didi,MX,Ciudad de México,CDMX_01,"Presidente Masaryk 290, Polanco, Miguel Hidalgo, CDMX",premium,mcdonalds,McDonald's DiDi,True,Papas a la Francesa Medianas,Papas a la Francesa Medianas,60.52,11.37,4.66,False,,,22,39,60.52,76.55,MXN,data/screenshots/didi_CDMX_01_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T19:50:39.119276,rappi,MX,Ciudad de México,CDMX_02,"Álvaro Obregón 110, Roma Norte, Cuauhtémoc, CDMX",residential_premium,mcdonalds,McDonald's (via Rappi),True,Big Mac,Big Mac,102.29,26.88,7.59,False,,,25,40,102.29,136.76,MXN,data/screenshots/rappi_CDMX_02_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T19:50:39.119276,rappi,MX,Ciudad de México,CDMX_02,"Álvaro Obregón 110, Roma Norte, Cuauhtémoc, CDMX",residential_premium,mcdonalds,McDonald's (via Rappi),True,McTrio Big Mac Mediano,McTrio Big Mac Mediano,181.48,26.88,21.24,False,,,25,40,181.48,229.6,MXN,data/screenshots/rappi_CDMX_02_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T19:50:39.119276,rappi,MX,Ciudad de México,CDMX_02,"Álvaro Obregón 110, Roma Norte, Cuauhtémoc, CDMX",residential_premium,mcdonalds,McDonald's (via Rappi),True,McNuggets 10 piezas,McNuggets 10 piezas,151.85,26.88,8.94,False,,,25,40,151.85,187.67,MXN,data/screenshots/rappi_CDMX_02_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T19:50:39.119276,rappi,MX,Ciudad de México,CDMX_02,"Álvaro Obregón 110, Roma Norte, Cuauhtémoc, CDMX",residential_premium,mcdonalds,McDonald's (via Rappi),True,Papas a la Francesa Medianas,Papas a la Francesa Medianas,64.29,26.88,3.57,False,,,25,40,64.29,94.74,MXN,data/screenshots/rappi_CDMX_02_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T22:35:39.119276,uber,MX,Ciudad de México,CDMX_02,"Álvaro Obregón 110, Roma Norte, Cuauhtémoc, CDMX",residential_premium,mcdonalds,McDonald's,True,Big Mac,Big Mac,87.26,17.84,10.77,True,,Entrega gratis,21,38,87.26,115.87,MXN,data/screenshots/uber_CDMX_02_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T22:35:39.119276,uber,MX,Ciudad de México,CDMX_02,"Álvaro Obregón 110, Roma Norte, Cuauhtémoc, CDMX",residential_premium,mcdonalds,McDonald's,True,McTrio Big Mac Mediano,McTrio Big Mac Mediano,184.75,17.84,30.44,True,,Entrega gratis,21,38,184.75,233.03,MXN,data/screenshots/uber_CDMX_02_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T22:35:39.119276,uber,MX,Ciudad de México,CDMX_02,"Álvaro Obregón 110, Roma Norte, Cuauhtémoc, CDMX",residential_premium,mcdonalds,McDonald's,True,McNuggets 10 piezas,McNuggets 10 piezas,143.32,17.84,21.17,True,,Entrega gratis,21,38,143.32,182.33,MXN,data/screenshots/uber_CDMX_02_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T22:35:39.119276,uber,MX,Ciudad de México,CDMX_02,"Álvaro Obregón 110, Roma Norte, Cuauhtémoc, CDMX",residential_premium,mcdonalds,McDonald's,True,Papas a la Francesa Medianas,Papas a la Francesa Medianas,54.59,17.84,6.57,True,,Entrega gratis,21,38,54.59,79.0,MXN,data/screenshots/uber_CDMX_02_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:10:39.119276,didi,MX,Ciudad de México,CDMX_02,"Álvaro Obregón 110, Roma Norte, Cuauhtémoc, CDMX",residential_premium,mcdonalds,McDonald's DiDi,True,Big Mac,Big Mac,99.89,11.12,12.1,True,,Envío gratis,23,36,99.89,123.11,MXN,data/screenshots/didi_CDMX_02_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:10:39.119276,didi,MX,Ciudad de México,CDMX_02,"Álvaro Obregón 110, Roma Norte, Cuauhtémoc, CDMX",residential_premium,mcdonalds,McDonald's DiDi,True,McTrio Big Mac Mediano,McTrio Big Mac Mediano,190.11,11.12,12.31,True,,Envío gratis,23,36,190.11,213.54,MXN,data/screenshots/didi_CDMX_02_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:10:39.119276,didi,MX,Ciudad de México,CDMX_02,"Álvaro Obregón 110, Roma Norte, Cuauhtémoc, CDMX",residential_premium,mcdonalds,McDonald's DiDi,True,McNuggets 10 piezas,McNuggets 10 piezas,151.46,11.12,13.98,True,,Envío gratis,23,36,151.46,176.56,MXN,data/screenshots/didi_CDMX_02_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:10:39.119276,didi,MX,Ciudad de México,CDMX_02,"Álvaro Obregón 110, Roma Norte, Cuauhtémoc, CDMX",residential_premium,mcdonalds,McDonald's DiDi,True,Papas a la Francesa Medianas,Papas a la Francesa Medianas,54.08,11.12,6.07,True,,Envío gratis,23,36,54.08,71.27,MXN,data/screenshots/didi_CDMX_02_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T20:02:39.119276,rappi,MX,Ciudad de México,CDMX_03,"Insurgentes Sur 1602, Crédito Constructor, Benito Juárez, CDMX",commercial,mcdonalds,McDonald's (via Rappi),True,Big Mac,Big Mac,112.45,32.15,7.11,False,,,23,36,112.45,151.71,MXN,data/screenshots/rappi_CDMX_03_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T20:02:39.119276,rappi,MX,Ciudad de México,CDMX_03,"Insurgentes Sur 1602, Crédito Constructor, Benito Juárez, CDMX",commercial,mcdonalds,McDonald's (via Rappi),True,McTrio Big Mac Mediano,McTrio Big Mac Mediano,181.29,32.15,15.7,False,,,23,36,181.29,229.14,MXN,data/screenshots/rappi_CDMX_03_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T20:02:39.119276,rappi,MX,Ciudad de México,CDMX_03,"Insurgentes Sur 1602, Crédito Constructor, Benito Juárez, CDMX",commercial,mcdonalds,McDonald's (via Rappi),True,McNuggets 10 piezas,McNuggets 10 piezas,158.76,32.15,11.18,False,,,23,36,158.76,202.09,MXN,data/screenshots/rappi_CDMX_03_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T20:02:39.119276,rappi,MX,Ciudad de México,CDMX_03,"Insurgentes Sur 1602, Crédito Constructor, Benito Juárez, CDMX",commercial,mcdonalds,McDonald's (via Rappi),True,Papas a la Francesa Medianas,Papas a la Francesa Medianas,58.07,32.15,3.36,False,,,23,36,58.07,93.58,MXN,data/screenshots/rappi_CDMX_03_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:00:39.119276,uber,MX,Ciudad de México,CDMX_03,"Insurgentes Sur 1602, Crédito Constructor, Benito Juárez, CDMX",commercial,mcdonalds,McDonald's,True,Big Mac,Big Mac,104.69,14.02,18.54,False,,,18,34,104.69,137.25,MXN,data/screenshots/uber_CDMX_03_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:00:39.119276,uber,MX,Ciudad de México,CDMX_03,"Insurgentes Sur 1602, Crédito Constructor, Benito Juárez, CDMX",commercial,mcdonalds,McDonald's,True,McTrio Big Mac Mediano,McTrio Big Mac Mediano,178.21,14.02,30.31,False,,,18,34,178.21,222.54,MXN,data/screenshots/uber_CDMX_03_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:00:39.119276,uber,MX,Ciudad de México,CDMX_03,"Insurgentes Sur 1602, Crédito Constructor, Benito Juárez, CDMX",commercial,mcdonalds,McDonald's,True,McNuggets 10 piezas,McNuggets 10 piezas,142.25,14.02,19.5,False,,,18,34,142.25,175.77,MXN,data/screenshots/uber_CDMX_03_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:00:39.119276,uber,MX,Ciudad de México,CDMX_03,"Insurgentes Sur 1602, Crédito Constructor, Benito Juárez, CDMX",commercial,mcdonalds,McDonald's,True,Papas a la Francesa Medianas,Papas a la Francesa Medianas,56.81,14.02,10.27,False,,,18,34,56.81,81.1,MXN,data/screenshots/uber_CDMX_03_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:04:39.119276,didi,MX,Ciudad de México,CDMX_03,"Insurgentes Sur 1602, Crédito Constructor, Benito Juárez, CDMX",commercial,mcdonalds,McDonald's DiDi,True,Big Mac,Big Mac,101.68,0.0,13.35,False,,,23,41,101.68,115.03,MXN,data/screenshots/didi_CDMX_03_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:04:39.119276,didi,MX,Ciudad de México,CDMX_03,"Insurgentes Sur 1602, Crédito Constructor, Benito Juárez, CDMX",commercial,mcdonalds,McDonald's DiDi,True,McTrio Big Mac Mediano,McTrio Big Mac Mediano,158.0,0.0,18.4,False,,,23,41,158.0,176.4,MXN,data/screenshots/didi_CDMX_03_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:04:39.119276,didi,MX,Ciudad de México,CDMX_03,"Insurgentes Sur 1602, Crédito Constructor, Benito Juárez, CDMX",commercial,mcdonalds,McDonald's DiDi,True,McNuggets 10 piezas,McNuggets 10 piezas,145.96,0.0,13.72,False,,,23,41,145.96,159.68,MXN,data/screenshots/didi_CDMX_03_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:04:39.119276,didi,MX,Ciudad de México,CDMX_03,"Insurgentes Sur 1602, Crédito Constructor, Benito Juárez, CDMX",commercial,mcdonalds,McDonald's DiDi,True,Papas a la Francesa Medianas,Papas a la Francesa Medianas,57.55,0.0,3.47,False,,,23,41,57.55,61.02,MXN,data/screenshots/didi_CDMX_03_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:22:39.119276,rappi,MX,Ciudad de México,CDMX_04,"Av. Revolución 1800, San Ángel, Álvaro Obregón, CDMX",residential_premium,mcdonalds,McDonald's (via Rappi),True,Big Mac,Big Mac,109.96,23.9,12.05,False,,,18,31,109.96,145.91,MXN,data/screenshots/rappi_CDMX_04_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:22:39.119276,rappi,MX,Ciudad de México,CDMX_04,"Av. Revolución 1800, San Ángel, Álvaro Obregón, CDMX",residential_premium,mcdonalds,McDonald's (via Rappi),True,McTrio Big Mac Mediano,McTrio Big Mac Mediano,182.48,23.9,11.65,False,,,18,31,182.48,218.03,MXN,data/screenshots/rappi_CDMX_04_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:22:39.119276,rappi,MX,Ciudad de México,CDMX_04,"Av. Revolución 1800, San Ángel, Álvaro Obregón, CDMX",residential_premium,mcdonalds,McDonald's (via Rappi),True,McNuggets 10 piezas,McNuggets 10 piezas,146.96,23.9,14.45,False,,,18,31,146.96,185.31,MXN,data/screenshots/rappi_CDMX_04_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:22:39.119276,rappi,MX,Ciudad de México,CDMX_04,"Av. Revolución 1800, San Ángel, Álvaro Obregón, CDMX",residential_premium,mcdonalds,McDonald's (via Rappi),True,Papas a la Francesa Medianas,Papas a la Francesa Medianas,61.82,23.9,4.29,False,,,18,31,61.82,90.01,MXN,data/screenshots/rappi_CDMX_04_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T20:40:39.119276,uber,MX,Ciudad de México,CDMX_04,"Av. Revolución 1800, San Ángel, Álvaro Obregón, CDMX",residential_premium,mcdonalds,McDonald's,True,Big Mac,Big Mac,101.66,19.05,17.22,True,25.0,$25 de descuento,24,37,101.66,112.93,MXN,data/screenshots/uber_CDMX_04_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T20:40:39.119276,uber,MX,Ciudad de México,CDMX_04,"Av. Revolución 1800, San Ángel, Álvaro Obregón, CDMX",residential_premium,mcdonalds,McDonald's,True,McTrio Big Mac Mediano,McTrio Big Mac Mediano,174.86,19.05,25.08,True,25.0,$25 de descuento,24,37,174.86,193.99,MXN,data/screenshots/uber_CDMX_04_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T20:40:39.119276,uber,MX,Ciudad de México,CDMX_04,"Av. Revolución 1800, San Ángel, Álvaro Obregón, CDMX",residential_premium,mcdonalds,McDonald's,True,McNuggets 10 piezas,McNuggets 10 piezas,138.25,19.05,16.69,True,25.0,$25 de descuento,24,37,138.25,148.99,MXN,data/screenshots/uber_CDMX_04_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T20:40:39.119276,uber,MX,Ciudad de México,CDMX_04,"Av. Revolución 1800, San Ángel, Álvaro Obregón, CDMX",residential_premium,mcdonalds,McDonald's,True,Papas a la Francesa Medianas,Papas a la Francesa Medianas,57.58,19.05,8.94,True,25.0,$25 de descuento,24,37,57.58,60.57,MXN,data/screenshots/uber_CDMX_04_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T19:37:39.119276,didi,MX,Ciudad de México,CDMX_04,"Av. Revolución 1800, San Ángel, Álvaro Obregón, CDMX",residential_premium,mcdonalds,McDonald's DiDi,True,Big Mac,Big Mac,101.93,14.02,7.31,False,,,23,40,101.93,123.26,MXN,data/screenshots/didi_CDMX_04_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T19:37:39.119276,didi,MX,Ciudad de México,CDMX_04,"Av. Revolución 1800, San Ángel, Álvaro Obregón, CDMX",residential_premium,mcdonalds,McDonald's DiDi,True,McTrio Big Mac Mediano,McTrio Big Mac Mediano,180.17,14.02,16.78,False,,,23,40,180.17,210.97,MXN,data/screenshots/didi_CDMX_04_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T19:37:39.119276,didi,MX,Ciudad de México,CDMX_04,"Av. Revolución 1800, San Ángel, Álvaro Obregón, CDMX",residential_premium,mcdonalds,McDonald's DiDi,True,McNuggets 10 piezas,McNuggets 10 piezas,139.07,14.02,13.46,False,,,23,40,139.07,166.55,MXN,data/screenshots/didi_CDMX_04_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T19:37:39.119276,didi,MX,Ciudad de México,CDMX_04,"Av. Revolución 1800, San Ángel, Álvaro Obregón, CDMX",residential_premium,mcdonalds,McDonald's DiDi,True,Papas a la Francesa Medianas,Papas a la Francesa Medianas,60.56,14.02,8.34,False,,,23,40,60.56,82.92,MXN,data/screenshots/didi_CDMX_04_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:34:39.119276,rappi,MX,Ciudad de México,CDMX_05,"Calzada de Tlalpan 2900, Coapa, Tlalpan, CDMX",residential_medium,mcdonalds,McDonald's (via Rappi),True,Big Mac,Big Mac,104.96,36.22,8.24,False,,,24,42,104.96,149.42,MXN,data/screenshots/rappi_CDMX_05_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:34:39.119276,rappi,MX,Ciudad de México,CDMX_05,"Calzada de Tlalpan 2900, Coapa, Tlalpan, CDMX",residential_medium,mcdonalds,McDonald's (via Rappi),True,McTrio Big Mac Mediano,McTrio Big Mac Mediano,159.0,36.22,12.64,False,,,24,42,159.0,207.86,MXN,data/screenshots/rappi_CDMX_05_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:34:39.119276,rappi,MX,Ciudad de México,CDMX_05,"Calzada de Tlalpan 2900, Coapa, Tlalpan, CDMX",residential_medium,mcdonalds,McDonald's (via Rappi),True,McNuggets 10 piezas,McNuggets 10 piezas,146.62,36.22,18.95,False,,,24,42,146.62,201.79,MXN,data/screenshots/rappi_CDMX_05_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T21:34:39.119276,rappi,MX,Ciudad de México,CDMX_05,"Calzada de Tlalpan 2900, Coapa, Tlalpan, CDMX",residential_medium,mcdonalds,McDonald's (via Rappi),True,Papas a la Francesa Medianas,Papas a la Francesa Medianas,56.86,36.22,4.89,False,,,24,42,56.86,97.97,MXN,data/screenshots/rappi_CDMX_05_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T19:53:39.119276,uber,MX,Ciudad de México,CDMX_05,"Calzada de Tlalpan 2900, Coapa, Tlalpan, CDMX",residential_medium,mcdonalds,McDonald's,True,Big Mac,Big Mac,88.84,27.79,15.36,False,,,32,48,88.84,131.99,MXN,data/screenshots/uber_CDMX_05_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T19:53:39.119276,uber,MX,Ciudad de México,CDMX_05,"Calzada de Tlalpan 2900, Coapa, Tlalpan, CDMX",residential_medium,mcdonalds,McDonald's,True,McTrio Big Mac Mediano,McTrio Big Mac Mediano,183.69,27.79,30.46,False,,,32,48,183.69,241.94,MXN,data/screenshots/uber_CDMX_05_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T19:53:39.119276,uber,MX,Ciudad de México,CDMX_05,"Calzada de Tlalpan 2900, Coapa, Tlalpan, CDMX",residential_medium,mcdonalds,McDonald's,True,McNuggets 10 piezas,McNuggets 10 piezas,128.04,27.79,22.8,False,,,32,48,128.04,178.63,MXN,data/screenshots/uber_CDMX_05_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T19:53:39.119276,uber,MX,Ciudad de México,CDMX_05,"Calzada de Tlalpan 2900, Coapa, Tlalpan, CDMX",residential_medium,mcdonalds,McDonald's,True,Papas a la Francesa Medianas,Papas a la Francesa Medianas,46.89,27.79,7.58,False,,,32,48,46.89,82.26,MXN,data/screenshots/uber_CDMX_05_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T22:22:39.119276,didi,MX,Ciudad de México,CDMX_05,"Calzada de Tlalpan 2900, Coapa, Tlalpan, CDMX",residential_medium,mcdonalds,McDonald's DiDi,True,Big Mac,Big Mac,91.05,32.95,8.07,False,,,30,48,91.05,132.07,MXN,data/screenshots/didi_CDMX_05_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T22:22:39.119276,didi,MX,Ciudad de México,CDMX_05,"Calzada de Tlalpan 2900, Coapa, Tlalpan, CDMX",residential_medium,mcdonalds,McDonald's DiDi,True,McTrio Big Mac Mediano,McTrio Big Mac Mediano,179.66,32.95,16.16,False,,,30,48,179.66,228.77,MXN,data/screenshots/didi_CDMX_05_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T22:22:39.119276,didi,MX,Ciudad de México,CDMX_05,"Calzada de Tlalpan 2900, Coapa, Tlalpan, CDMX",residential_medium,mcdonalds,McDonald's DiDi,True,McNuggets 10 piezas,McNuggets 10 piezas,125.04,32.95,12.68,False,,,30,48,125.04,170.67,MXN,data/screenshots/didi_CDMX_05_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T22:22:39.119276,didi,MX,Ciudad de México,CDMX_05,"Calzada de Tlalpan 2900, Coapa, Tlalpan, CDMX",residential_medium,mcdonalds,McDonald's DiDi,True,Papas a la Francesa Medianas,Papas a la Francesa Medianas,49.49,32.95,5.42,False,,,30,48,49.49,87.86,MXN,data/screenshots/didi_CDMX_05_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T22:20:39.119276,rappi,MX,Ciudad de México,CDMX_06,"Av. Tláhuac 4190, Tláhuac, CDMX",peripheral,mcdonalds,McDonald's (via Rappi),True,Big Mac,Big Mac,113.2,37.64,7.28,True,,Envío gratis en tu primera orden,35,59,113.2,158.12,MXN,data/screenshots/rappi_CDMX_06_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T22:20:39.119276,rappi,MX,Ciudad de México,CDMX_06,"Av. Tláhuac 4190, Tláhuac, CDMX",peripheral,mcdonalds,McDonald's (via Rappi),True,McTrio Big Mac Mediano,McTrio Big Mac Mediano,173.74,37.64,16.73,True,,Envío gratis en tu primera orden,35,59,173.74,228.11,MXN,data/screenshots/rappi_CDMX_06_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T22:20:39.119276,rappi,MX,Ciudad de México,CDMX_06,"Av. Tláhuac 4190, Tláhuac, CDMX",peripheral,mcdonalds,McDonald's (via Rappi),True,McNuggets 10 piezas,McNuggets 10 piezas,130.73,37.64,11.05,True,,Envío gratis en tu primera orden,35,59,130.73,179.42,MXN,data/screenshots/rappi_CDMX_06_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T22:20:39.119276,rappi,MX,Ciudad de México,CDMX_06,"Av. Tláhuac 4190, Tláhuac, CDMX",peripheral,mcdonalds,McDonald's (via Rappi),True,Papas a la Francesa Medianas,Papas a la Francesa Medianas,63.18,37.64,3.02,True,,Envío gratis en tu primera orden,35,59,63.18,103.84,MXN,data/screenshots/rappi_CDMX_06_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T20:55:39.119276,uber,MX,Ciudad de México,CDMX_06,"Av. Tláhuac 4190, Tláhuac, CDMX",peripheral,mcdonalds,McDonald's,True,Big Mac,Big Mac,96.86,39.29,16.04,True,25.0,$25 de descuento,42,63,96.86,127.19,MXN,data/screenshots/uber_CDMX_06_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T20:55:39.119276,uber,MX,Ciudad de México,CDMX_06,"Av. Tláhuac 4190, Tláhuac, CDMX",peripheral,mcdonalds,McDonald's,True,McTrio Big Mac Mediano,McTrio Big Mac Mediano,158.23,39.29,19.56,True,25.0,$25 de descuento,42,63,158.23,192.08,MXN,data/screenshots/uber_CDMX_06_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T20:55:39.119276,uber,MX,Ciudad de México,CDMX_06,"Av. Tláhuac 4190, Tláhuac, CDMX",peripheral,mcdonalds,McDonald's,True,McNuggets 10 piezas,McNuggets 10 piezas,138.14,39.29,21.54,True,25.0,$25 de descuento,42,63,138.14,173.97,MXN,data/screenshots/uber_CDMX_06_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T20:55:39.119276,uber,MX,Ciudad de México,CDMX_06,"Av. Tláhuac 4190, Tláhuac, CDMX",peripheral,mcdonalds,McDonald's,True,Papas a la Francesa Medianas,Papas a la Francesa Medianas,54.05,39.29,8.48,True,25.0,$25 de descuento,42,63,54.05,76.82,MXN,data/screenshots/uber_CDMX_06_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T20:07:39.119276,didi,MX,Ciudad de México,CDMX_06,"Av. Tláhuac 4190, Tláhuac, CDMX",peripheral,mcdonalds,McDonald's DiDi,True,Big Mac,Big Mac,100.01,25.92,10.59,True,,30% en tu primer pedido,45,72,100.01,136.52,MXN,data/screenshots/didi_CDMX_06_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T20:07:39.119276,didi,MX,Ciudad de México,CDMX_06,"Av. Tláhuac 4190, Tláhuac, CDMX",peripheral,mcdonalds,McDonald's DiDi,True,McTrio Big Mac Mediano,McTrio Big Mac Mediano,165.43,25.92,22.72,True,,30% en tu primer pedido,45,72,165.43,214.07,MXN,data/screenshots/didi_CDMX_06_store_page.png,success,,store_page
20260323_223639_demo,2026-03-23T20:07:39.119276,didi,MX,Ciudad de México,CDMX_06,"Av. Tláhuac 4190, Tláhuac, CDMX",peripheral,mcdonalds,McDonald's DiDi,True,McNuggets 10 piezas,McNuggets 10 piezas,144.41,25.92,11.0,True,,30% en tu primer pedido,45,72,144.41,181.33,MXN,data/screenshots/didi_CDMX_06_store_page.png,success,,store_page
